match_id,season,player_name,club_name,minutes_played,goals,assists,shots,shots_on_target,xg,xa,passes,pass_accuracy,tackles,interceptions,dribbles,dribbles_completed,sprints,distance_km,top_speed_kmh,rating
M_2021_LIV_TOT,2021-22,Micky van de Ven,Tottenham Hotspur,91,0,1,1,1,0.0,0.04,47,92.0,2,2,2,1,14,11.3,28.8,6.7
M_2021_LIV_TOT,2021-22,Destiny Udogie,Tottenham Hotspur,85,1,0,1,1,0.05,0.04,74,90.7,6,2,3,3,13,10.9,30.9,7.7
M_2021_LIV_TOT,2021-22,Pape Sarr,Tottenham Hotspur,89,2,1,3,2,0.13,0.11,87,89.3,2,4,2,0,16,10.6,31.7,8.7
M_2021_LIV_TOT,2021-22,Yves Bissouma,Tottenham Hotspur,91,2,0,1,1,0.03,0.15,68,91.1,6,4,5,1,11,12.0,30.0,8.0
M_2021_LIV_TOT,2021-22,James Maddison,Tottenham Hotspur,81,0,2,3,0,0.09,0.02,86,88.6,6,5,2,2,14,11.8,28.8,8.0
M_2021_LIV_TOT,2021-22,Dejan Kulusevski,Tottenham Hotspur,76,1,2,3,3,0.1,0.14,37,80.5,2,2,4,3,22,9.9,31.6,8.9
M_2021_LIV_TOT,2021-22,Heung-Min Son,Tottenham Hotspur,83,0,2,1,1,0.63,0.31,38,82.3,3,0,8,0,29,10.4,32.1,7.9
M_2021_LIV_TOT,2021-22,Richarlison,Tottenham Hotspur,91,0,1,3,2,0.21,0.14,39,83.5,2,2,8,0,30,10.0,32.0,7.4
M_2021_TOT_LIV,2021-22,Guglielmo Vicario,Tottenham Hotspur,89,0,0,0,0,0.01,0.0,37,90.7,0,0,0,0,1,3.5,26.9,6.6
M_2021_TOT_LIV,2021-22,Pedro Porro,Tottenham Hotspur,85,0,0,2,0,0.06,0.01,50,90.0,2,1,1,1,10,10.9,29.5,6.2
M_2021_TOT_LIV,2021-22,Cristian Romero,Tottenham Hotspur,91,0,1,1,1,0.03,0.05,63,89.5,6,5,1,1,16,10.3,29.2,6.9
M_2021_TOT_LIV,2021-22,Micky van de Ven,Tottenham Hotspur,85,0,0,1,0,0.07,0.02,49,89.3,6,5,0,0,10,10.3,31.4,6.5
M_2021_TOT_LIV,2021-22,Destiny Udogie,Tottenham Hotspur,85,1,1,2,1,0.02,0.04,60,91.6,2,2,1,0,12,9.1,29.9,7.7
M_2021_TOT_LIV,2021-22,Pape Sarr,Tottenham Hotspur,80,1,1,0,0,0.14,0.14,61,91.2,2,1,4,2,19,10.0,28.4,8.4
M_2021_TOT_LIV,2021-22,Yves Bissouma,Tottenham Hotspur,84,2,1,2,0,0.06,0.0,60,90.2,2,3,3,2,10,11.2,29.5,8.7
M_2021_TOT_LIV,2021-22,James Maddison,Tottenham Hotspur,92,2,2,2,2,0.05,0.1,72,86.1,5,4,4,3,16,11.5,28.6,9.5
M_2021_TOT_LIV,2021-22,Dejan Kulusevski,Tottenham Hotspur,88,1,1,6,4,0.36,0.14,27,86.4,1,2,7,1,22,10.1,33.5,8.3
M_2021_TOT_LIV,2021-22,Heung-Min Son,Tottenham Hotspur,95,2,2,6,2,0.83,0.26,43,82.2,2,0,6,0,23,9.3,31.0,9.7
M_2021_TOT_LIV,2021-22,Richarlison,Tottenham Hotspur,75,1,0,3,3,0.43,0.02,40,81.6,3,2,2,2,30,9.1,32.2,7.9
M_2021_TOT_LIV,2021-22,Alisson Becker,Liverpool,92,0,0,0,0,0.0,0.0,35,93.9,0,0,0,0,3,3.2,27.1,6.7
M_2021_TOT_LIV,2021-22,Trent Alexander-Arnold,Liverpool,93,0,0,0,0,0.06,0.0,75,92.2,3,4,3,1,13,11.4,31.6,6.7
M_2021_TOT_LIV,2021-22,Virgil van Dijk,Liverpool,88,1,0,2,1,0.03,0.02,49,86.9,2,2,2,0,11,11.0,28.9,7.1
M_2021_TOT_LIV,2021-22,Ibrahima Konate,Liverpool,87,1,0,2,1,0.01,0.03,74,92.0,2,1,0,0,14,10.3,31.8,7.5
M_2021_TOT_LIV,2021-22,Andy Robertson,Liverpool,92,1,1,2,0,0.06,0.01,68,87.4,2,1,3,3,11,11.1,29.6,8.0
M_2021_TOT_LIV,2021-22,Alexis Mac Allister,Liverpool,88,0,2,0,0,0.05,0.15,87,86.9,4,1,3,0,20,10.3,29.1,8.1
M_2021_TOT_LIV,2021-22,Dominik Szoboszlai,Liverpool,82,0,2,3,1,0.03,0.07,70,90.1,4,1,1,1,22,11.5,31.2,8.2
M_2021_TOT_LIV,2021-22,Wataru Endo,Liverpool,88,1,1,2,2,0.01,0.18,57,86.3,3,4,4,0,10,11.9,29.2,8.4
M_2021_TOT_LIV,2021-22,Mohamed Salah,Liverpool,89,2,1,2,0,0.34,0.11,40,81.3,1,0,7,5,21,10.1,31.2,9.2
M_2021_TOT_LIV,2021-22,Luis Diaz,Liverpool,93,0,0,2,1,0.9,0.03,30,83.0,1,2,2,2,32,9.1,33.6,6.7
M_2021_TOT_LIV,2021-22,Darwin Nunez,Liverpool,84,1,2,1,1,0.26,0.22,39,81.1,1,0,8,3,27,10.3,33.6,8.3
M_2021_AVL_UNI,2021-22,Emiliano Martinez,Aston Villa,88,0,0,0,0,0.01,0.0,38,93.4,0,0,0,0,0,4.9,27.8,6.7
M_2021_AVL_UNI,2021-22,Matty Cash,Aston Villa,92,1,0,2,1,0.05,0.05,63,86.2,6,5,0,0,13,10.4,30.7,7.5
M_2021_AVL_UNI,2021-22,Ezri Konsa,Aston Villa,94,1,0,1,0,0.05,0.02,62,92.5,2,2,1,1,11,9.5,28.1,7.6
M_2021_AVL_UNI,2021-22,Pau Torres,Aston Villa,88,0,0,2,0,0.05,0.03,69,90.3,4,1,3,2,16,9.5,29.3,6.5
M_2021_AVL_UNI,2021-22,Alex Moreno,Aston Villa,87,1,1,2,1,0.05,0.0,74,89.1,5,1,0,0,15,11.2,29.8,8.2
M_2021_AVL_UNI,2021-22,Douglas Luiz,Aston Villa,80,1,2,0,0,0.14,0.16,81,85.7,6,4,3,1,16,12.3,28.4,8.8
M_2021_AVL_UNI,2021-22,Boubacar Kamara,Aston Villa,83,0,0,3,1,0.02,0.07,56,91.9,6,2,2,0,12,10.1,31.9,6.8
M_2021_AVL_UNI,2021-22,John McGinn,Aston Villa,94,2,0,1,1,0.12,0.01,72,86.8,5,2,5,4,21,11.2,29.1,8.4
M_2021_AVL_UNI,2021-22,Leon Bailey,Aston Villa,82,1,1,2,1,0.45,0.15,36,78.2,0,0,4,1,19,10.7,31.7,8.2
M_2021_AVL_UNI,2021-22,Moussa Diaby,Aston Villa,92,1,0,5,2,0.96,0.13,39,85.4,2,1,8,0,20,9.3,33.7,8.4
M_2021_AVL_UNI,2021-22,Ollie Watkins,Aston Villa,94,2,0,3,0,0.75,0.18,43,82.2,1,2,5,3,30,9.8,31.0,9.1
M_2021_AVL_UNI,2021-22,Andre Onana,Manchester United,91,0,0,0,0,0.0,0.0,38,88.6,0,0,0,0,2,4.0,28.8,6.6
M_2021_AVL_UNI,2021-22,Diogo Dalot,Manchester United,86,0,1,0,0,0.06,0.01,67,88.0,4,1,3,2,15,10.9,29.4,7.3
M_2021_AVL_UNI,2021-22,Lisandro Martinez,Manchester United,90,0,0,0,0,0.01,0.0,42,89.9,0,0,0,0,0,4.4,27.0,6.7
M_2021_AVL_UNI,2021-22,Raphael Varane,Manchester United,93,1,1,1,1,0.05,0.01,62,91.8,4,4,1,1,12,9.2,28.1,7.9
M_2021_AVL_UNI,2021-22,Luke Shaw,Manchester United,88,1,0,1,0,0.07,0.04,46,87.9,3,2,1,0,8,10.4,31.5,7.0
M_2021_AVL_UNI,2021-22,Casemiro,Manchester United,90,0,2,0,0,0.05,0.07,65,88.0,5,5,5,1,10,10.9,29.2,7.6
M_2021_AVL_UNI,2021-22,Bruno Fernandes,Manchester United,83,0,0,2,1,0.12,0.05,81,89.1,4,3,1,0,14,10.1,30.9,6.6
M_2021_AVL_UNI,2021-22,Kobbie Mainoo,Manchester United,84,1,1,3,1,0.1,0.1,88,88.8,3,3,3,0,17,10.3,30.6,7.8
M_2021_AVL_UNI,2021-22,Marcus Rashford,Manchester United,81,0,0,3,0,0.73,0.19,24,83.0,3,1,8,8,25,10.8,30.4,6.7
M_2021_AVL_UNI,2021-22,Alejandro Garnacho,Manchester United,90,1,1,4,2,0.44,0.3,33,80.0,3,0,2,1,32,11.0,32.7,8.4
M_2021_AVL_UNI,2021-22,Rasmus Hojlund,Manchester United,94,1,2,6,0,0.67,0.01,42,88.0,3,2,2,0,27,9.7,31.5,8.8
M_2021_UNI_AVL,2021-22,Andre Onana,Manchester United,91,0,0,0,0,0.0,0.0,40,94.2,0,0,0,0,3,4.5,30.0,6.1
M_2021_UNI_AVL,2021-22,Diogo Dalot,Manchester United,95,1,0,1,0,0.07,0.01,66,90.3,6,4,2,0,8,11.4,30.2,7.7
M_2021_UNI_AVL,2021-22,Lisandro Martinez,Manchester United,89,0,0,0,0,0.01,0.0,40,93.9,0,0,0,0,2,4.8,29.0,6.4
M_2021_UNI_AVL,2021-22,Raphael Varane,Manchester United,95,1,0,1,0,0.06,0.01,65,91.5,6,1,0,0,13,10.0,29.6,7.9
M_2021_UNI_AVL,2021-22,Luke Shaw,Manchester United,95,0,0,1,1,0.02,0.01,64,92.0,5,5,2,2,14,10.5,30.6,6.8
M_2021_UNI_AVL,2021-22,Casemiro,Manchester United,82,2,1,1,1,0.03,0.04,90,92.4,3,3,2,0,19,10.2,28.3,8.6
M_2021_UNI_AVL,2021-22,Bruno Fernandes,Manchester United,82,1,1,2,0,0.08,0.11,85,86.2,4,5,5,2,12,12.5,28.9,8.0
M_2021_UNI_AVL,2021-22,Kobbie Mainoo,Manchester United,86,2,0,1,0,0.15,0.06,68,86.4,2,2,5,0,18,12.3,31.7,8.1
M_2021_UNI_AVL,2021-22,Marcus Rashford,Manchester United,90,2,1,6,0,0.6,0.01,25,82.6,1,1,8,7,32,11.1,31.7,9.5
M_2021_UNI_AVL,2021-22,Alejandro Garnacho,Manchester United,86,2,0,1,0,0.2,0.35,28,78.4,0,0,7,5,32,9.7,33.1,8.6
M_2021_UNI_AVL,2021-22,Rasmus Hojlund,Manchester United,76,0,1,4,3,0.49,0.06,24,86.3,3,1,2,2,25,10.0,31.5,7.6
M_2021_UNI_AVL,2021-22,Emiliano Martinez,Aston Villa,91,0,0,0,0,0.01,0.0,26,89.1,0,0,0,0,1,4.5,27.9,6.6
M_2021_UNI_AVL,2021-22,Matty Cash,Aston Villa,95,1,1,0,0,0.06,0.02,47,86.4,2,5,1,1,13,9.7,30.5,8.4
M_2021_UNI_AVL,2021-22,Ezri Konsa,Aston Villa,94,1,0,2,1,0.05,0.05,48,90.1,2,4,0,0,13,9.2,29.2,7.9
M_2021_UNI_AVL,2021-22,Pau Torres,Aston Villa,93,0,1,2,0,0.06,0.01,73,89.7,2,2,0,0,17,10.4,31.9,6.9
M_2021_UNI_AVL,2021-22,Alex Moreno,Aston Villa,89,0,1,0,0,0.01,0.05,54,87.5,6,2,1,0,14,10.3,29.3,6.7
M_2021_UNI_AVL,2021-22,Douglas Luiz,Aston Villa,95,2,2,2,0,0.02,0.16,57,90.7,4,1,5,0,19,10.2,29.7,9.5
M_2021_UNI_AVL,2021-22,Boubacar Kamara,Aston Villa,83,1,2,2,2,0.01,0.11,78,89.2,3,4,3,2,11,11.4,29.6,8.7
M_2021_UNI_AVL,2021-22,John McGinn,Aston Villa,81,2,0,1,0,0.12,0.12,72,88.3,4,1,5,2,19,12.4,31.0,8.2
M_2021_UNI_AVL,2021-22,Leon Bailey,Aston Villa,84,1,1,2,2,0.21,0.3,36,81.5,0,0,3,3,20,10.0,30.3,8.2
M_2021_UNI_AVL,2021-22,Moussa Diaby,Aston Villa,82,0,0,2,0,0.28,0.15,43,86.1,3,1,4,4,18,10.3,33.9,7.0
M_2021_UNI_AVL,2021-22,Ollie Watkins,Aston Villa,94,2,0,1,0,0.9,0.06,27,85.0,0,0,3,3,23,11.2,31.5,8.3
M_2021_AVL_CHE,2021-22,Emiliano Martinez,Aston Villa,90,0,0,0,0,0.01,0.0,36,93.2,0,0,0,0,0,3.5,29.2,6.6
M_2021_AVL_CHE,2021-22,Matty Cash,Aston Villa,89,1,1,2,0,0.02,0.04,53,92.1,5,1,1,0,8,11.1,28.0,7.6
M_2021_AVL_CHE,2021-22,Ezri Konsa,Aston Villa,87,1,0,2,0,0.03,0.04,51,92.0,3,1,0,0,16,10.5,28.2,7.2
M_2021_AVL_CHE,2021-22,Pau Torres,Aston Villa,91,0,1,1,0,0.0,0.05,70,87.9,4,5,2,0,17,9.8,31.4,7.0
M_2021_AVL_CHE,2021-22,Alex Moreno,Aston Villa,91,1,0,2,0,0.06,0.02,75,91.4,5,4,2,1,12,9.4,28.1,7.7
M_2021_AVL_CHE,2021-22,Douglas Luiz,Aston Villa,90,1,1,2,1,0.0,0.16,86,93.2,4,3,4,0,17,11.6,30.5,8.4
M_2021_AVL_CHE,2021-22,Boubacar Kamara,Aston Villa,86,0,2,1,0,0.13,0.17,58,92.4,6,2,3,2,15,12.3,30.2,8.0
M_2021_AVL_CHE,2021-22,John McGinn,Aston Villa,82,1,2,0,0,0.13,0.18,78,87.1,3,1,4,2,13,12.0,30.0,9.1
M_2021_AVL_CHE,2021-22,Leon Bailey,Aston Villa,94,0,2,5,4,0.35,0.29,21,84.2,0,2,2,0,22,9.5,32.6,8.4
M_2021_AVL_CHE,2021-22,Moussa Diaby,Aston Villa,82,2,0,1,0,0.34,0.08,28,79.7,1,2,4,1,25,11.3,32.2,8.6
M_2021_AVL_CHE,2021-22,Ollie Watkins,Aston Villa,91,2,1,2,0,0.27,0.15,23,84.6,3,1,5,4,23,10.0,31.7,9.4
M_2021_AVL_CHE,2021-22,Robert Sanchez,Chelsea,91,0,0,0,0,0.01,0.0,41,90.2,0,0,0,0,2,3.6,29.7,6.9
M_2021_AVL_CHE,2021-22,Reece James,Chelsea,86,1,0,2,1,0.0,0.02,74,86.4,2,5,0,0,14,10.2,30.6,7.8
M_2021_AVL_CHE,2021-22,Wesley Fofana,Chelsea,91,1,0,1,0,0.01,0.04,52,88.1,3,5,0,0,17,10.5,31.8,7.1
M_2021_AVL_CHE,2021-22,Levi Colwill,Chelsea,92,1,1,0,0,0.03,0.01,74,92.8,5,5,1,0,16,9.8,28.9,7.7
M_2021_AVL_CHE,2021-22,Ben Chilwell,Chelsea,93,0,1,2,0,0.07,0.02,69,91.7,4,3,1,1,17,10.1,30.4,7.4
M_2021_AVL_CHE,2021-22,Moises Caicedo,Chelsea,93,2,0,1,1,0.03,0.09,82,85.8,3,4,3,0,13,11.7,29.7,7.9
M_2021_AVL_CHE,2021-22,Enzo Fernandez,Chelsea,88,2,1,3,1,0.08,0.01,79,85.4,2,5,5,3,11,12.1,28.4,8.7
M_2021_AVL_CHE,2021-22,Cole Palmer,Chelsea,92,2,1,0,0,0.08,0.18,69,85.1,3,3,5,0,15,11.4,29.9,8.6
M_2021_AVL_CHE,2021-22,Raheem Sterling,Chelsea,94,0,0,3,2,0.46,0.18,40,82.7,3,2,8,3,24,10.2,33.5,7.2
M_2021_AVL_CHE,2021-22,Nicolas Jackson,Chelsea,84,1,2,3,3,0.62,0.13,24,86.8,1,0,8,5,20,11.4,30.6,8.6
M_2021_AVL_CHE,2021-22,Christopher Nkunku,Chelsea,93,0,1,2,0,0.63,0.21,20,85.9,2,1,5,5,24,9.2,31.9,7.9
M_2021_CHE_AVL,2021-22,Robert Sanchez,Chelsea,91,0,0,0,0,0.01,0.0,37,88.3,0,0,0,0,2,3.6,29.5,6.4
M_2021_CHE_AVL,2021-22,Reece James,Chelsea,95,1,0,1,0,0.05,0.03,46,86.8,6,1,1,1,8,11.3,30.8,7.3
M_2021_CHE_AVL,2021-22,Wesley Fofana,Chelsea,94,1,0,1,0,0.01,0.0,63,92.8,5,2,0,0,16,10.4,29.4,7.1
M_2021_CHE_AVL,2021-22,Levi Colwill,Chelsea,89,1,0,2,1,0.07,0.03,64,86.3,2,2,1,1,17,11.0,28.8,7.2
M_2021_CHE_AVL,2021-22,Ben Chilwell,Chelsea,94,0,1,0,0,0.02,0.04,45,92.2,6,2,0,0,9,10.6,31.5,7.5
M_2021_CHE_AVL,2021-22,Moises Caicedo,Chelsea,85,1,1,0,0,0.04,0.15,85,93.0,4,5,3,2,15,11.8,31.7,8.4
M_2021_CHE_AVL,2021-22,Enzo Fernandez,Chelsea,84,2,0,2,0,0.13,0.06,55,85.9,6,1,5,1,12,10.3,29.7,8.8
M_2021_CHE_AVL,2021-22,Cole Palmer,Chelsea,83,2,1,2,2,0.15,0.07,79,91.4,2,2,5,1,11,11.3,31.8,8.6
M_2021_CHE_AVL,2021-22,Raheem Sterling,Chelsea,78,0,2,6,3,0.56,0.16,21,87.8,1,0,2,1,21,9.3,30.1,8.4
M_2021_CHE_AVL,2021-22,Nicolas Jackson,Chelsea,81,0,0,6,4,0.18,0.3,40,78.5,1,0,8,2,24,10.0,33.5,6.5
M_2021_CHE_AVL,2021-22,Christopher Nkunku,Chelsea,95,0,0,2,0,0.38,0.3,36,87.3,1,1,8,0,27,9.6,30.2,6.4
M_2021_CHE_AVL,2021-22,Emiliano Martinez,Aston Villa,94,0,0,0,0,0.01,0.0,31,92.2,0,0,0,0,2,3.2,29.3,7.0
M_2021_CHE_AVL,2021-22,Matty Cash,Aston Villa,95,0,0,1,0,0.0,0.02,73,88.5,5,5,3,1,16,9.1,31.0,7.0
M_2021_CHE_AVL,2021-22,Ezri Konsa,Aston Villa,86,1,1,0,0,0.05,0.04,51,89.5,3,5,3,2,10,10.7,28.1,7.6
M_2021_CHE_AVL,2021-22,Pau Torres,Aston Villa,91,1,0,0,0,0.01,0.04,75,91.1,6,2,2,2,18,9.2,31.9,7.5
M_2021_CHE_AVL,2021-22,Alex Moreno,Aston Villa,90,0,1,2,0,0.04,0.03,59,92.6,5,1,1,0,11,10.3,28.1,6.9
M_2021_CHE_AVL,2021-22,Douglas Luiz,Aston Villa,95,2,2,1,1,0.02,0.07,64,93.5,2,5,2,0,17,11.2,30.1,9.4
M_2021_CHE_AVL,2021-22,Boubacar Kamara,Aston Villa,94,0,0,3,1,0.09,0.14,66,89.2,5,3,2,0,19,12.4,31.4,6.5
M_2021_CHE_AVL,2021-22,John McGinn,Aston Villa,89,1,2,2,1,0.1,0.01,84,85.4,4,5,5,4,19,11.6,30.9,8.6
M_2021_CHE_AVL,2021-22,Leon Bailey,Aston Villa,88,1,2,5,1,0.15,0.19,20,83.2,1,1,8,1,26,9.5,30.6,8.6
M_2021_CHE_AVL,2021-22,Moussa Diaby,Aston Villa,83,0,0,5,0,0.99,0.18,20,87.4,2,0,7,0,23,9.2,30.6,7.1
M_2021_CHE_AVL,2021-22,Ollie Watkins,Aston Villa,89,2,2,3,3,0.89,0.12,23,87.4,1,1,7,7,25,9.9,33.3,9.7
M_2021_AVL_TOT,2021-22,Emiliano Martinez,Aston Villa,92,0,0,0,0,0.01,0.0,39,94.3,0,0,0,0,0,4.6,26.1,6.6
M_2021_AVL_TOT,2021-22,Matty Cash,Aston Villa,86,0,0,2,1,0.03,0.0,72,87.4,2,3,1,0,13,11.1,31.7,6.4
M_2021_AVL_TOT,2021-22,Ezri Konsa,Aston Villa,94,0,0,1,0,0.02,0.02,57,91.5,5,5,1,0,18,9.1,29.3,7.0
M_2021_AVL_TOT,2021-22,Pau Torres,Aston Villa,89,1,1,1,1,0.03,0.03,73,92.3,3,2,0,0,8,10.9,29.8,7.9
M_2021_AVL_TOT,2021-22,Alex Moreno,Aston Villa,88,0,0,0,0,0.04,0.01,67,90.2,3,3,0,0,9,9.4,31.3,6.3
M_2021_AVL_TOT,2021-22,Douglas Luiz,Aston Villa,91,0,1,1,0,0.12,0.14,57,85.1,6,5,4,1,17,10.2,30.0,7.0
M_2021_AVL_TOT,2021-22,Boubacar Kamara,Aston Villa,88,2,0,0,0,0.1,0.07,56,87.1,5,1,3,2,10,10.3,31.2,8.2
M_2021_AVL_TOT,2021-22,John McGinn,Aston Villa,85,1,2,2,1,0.02,0.18,86,90.5,4,5,3,0,10,10.2,31.0,8.6
M_2021_AVL_TOT,2021-22,Leon Bailey,Aston Villa,95,0,2,3,3,0.98,0.04,29,84.2,1,2,4,4,20,9.0,32.6,8.6
M_2021_AVL_TOT,2021-22,Moussa Diaby,Aston Villa,77,2,0,6,2,0.57,0.19,38,82.7,0,2,5,2,32,10.5,32.0,8.9
M_2021_AVL_TOT,2021-22,Ollie Watkins,Aston Villa,79,2,0,6,0,0.64,0.22,31,83.6,1,2,5,4,29,9.0,31.2,8.4
M_2021_AVL_TOT,2021-22,Guglielmo Vicario,Tottenham Hotspur,90,0,0,0,0,0.0,0.0,38,91.2,0,0,0,0,0,4.8,29.9,6.4
M_2021_AVL_TOT,2021-22,Pedro Porro,Tottenham Hotspur,85,0,1,0,0,0.05,0.04,48,92.1,4,1,2,1,14,9.7,31.4,7.0
M_2021_AVL_TOT,2021-22,Cristian Romero,Tottenham Hotspur,93,0,0,2,1,0.07,0.01,66,87.5,5,5,2,2,10,10.4,31.6,6.3
M_2021_AVL_TOT,2021-22,Micky van de Ven,Tottenham Hotspur,88,1,0,0,0,0.0,0.01,46,92.8,6,4,0,0,17,9.3,30.1,7.5
M_2021_AVL_TOT,2021-22,Destiny Udogie,Tottenham Hotspur,89,0,1,1,0,0.03,0.04,49,91.0,4,4,3,2,17,9.8,29.5,6.7
M_2021_AVL_TOT,2021-22,Pape Sarr,Tottenham Hotspur,95,2,0,1,0,0.07,0.09,80,86.1,4,3,5,3,17,10.3,31.5,8.4
M_2021_AVL_TOT,2021-22,Yves Bissouma,Tottenham Hotspur,94,1,0,2,2,0.08,0.14,66,88.2,6,5,5,5,21,11.9,31.8,7.1
M_2021_AVL_TOT,2021-22,James Maddison,Tottenham Hotspur,81,1,0,3,0,0.15,0.06,82,92.2,3,5,3,3,18,12.4,30.2,7.5
M_2021_AVL_TOT,2021-22,Dejan Kulusevski,Tottenham Hotspur,93,0,2,3,0,0.38,0.05,39,80.6,3,1,5,3,25,10.1,31.3,8.3
M_2021_AVL_TOT,2021-22,Heung-Min Son,Tottenham Hotspur,83,2,1,3,0,0.81,0.11,28,87.6,0,2,2,1,24,11.3,32.8,9.4
M_2021_AVL_TOT,2021-22,Richarlison,Tottenham Hotspur,85,2,1,3,0,0.17,0.26,42,86.7,2,1,8,3,28,9.8,32.1,9.0
M_2021_TOT_AVL,2021-22,Guglielmo Vicario,Tottenham Hotspur,92,0,0,0,0,0.01,0.0,33,90.0,0,0,0,0,2,3.3,27.6,6.3
M_2021_TOT_AVL,2021-22,Pedro Porro,Tottenham Hotspur,89,1,0,0,0,0.06,0.02,73,90.9,6,3,1,0,18,11.2,31.7,7.0
M_2021_TOT_AVL,2021-22,Cristian Romero,Tottenham Hotspur,85,0,0,2,1,0.07,0.03,51,87.0,6,3,3,0,13,10.8,31.7,6.5
M_2021_TOT_AVL,2021-22,Micky van de Ven,Tottenham Hotspur,94,1,0,2,0,0.01,0.03,69,90.5,2,1,1,1,17,11.5,30.1,7.5
M_2021_TOT_AVL,2021-22,Destiny Udogie,Tottenham Hotspur,89,0,0,2,0,0.02,0.04,56,90.0,4,2,0,0,12,9.2,28.3,6.4
M_2021_TOT_AVL,2021-22,Pape Sarr,Tottenham Hotspur,82,1,0,0,0,0.14,0.15,83,93.0,6,2,5,1,12,11.9,32.0,7.5
M_2021_TOT_AVL,2021-22,Yves Bissouma,Tottenham Hotspur,92,0,1,2,0,0.05,0.03,78,86.4,6,5,4,3,22,10.8,29.4,6.8
M_2021_TOT_AVL,2021-22,James Maddison,Tottenham Hotspur,91,1,0,2,1,0.12,0.05,57,90.1,4,5,4,3,12,10.2,30.0,7.8
M_2021_TOT_AVL,2021-22,Dejan Kulusevski,Tottenham Hotspur,93,1,1,4,4,0.77,0.16,45,83.0,1,2,8,5,22,9.4,33.1,8.5
M_2021_TOT_AVL,2021-22,Heung-Min Son,Tottenham Hotspur,77,1,0,6,1,0.73,0.14,26,78.4,0,0,8,3,22,11.5,31.7,7.3
M_2021_TOT_AVL,2021-22,Richarlison,Tottenham Hotspur,85,1,2,4,2,0.33,0.21,22,84.5,0,2,2,1,23,9.7,31.1,8.6
M_2021_TOT_AVL,2021-22,Emiliano Martinez,Aston Villa,95,0,0,0,0,0.02,0.0,38,90.5,0,0,0,0,0,4.3,28.7,7.0
M_2021_TOT_AVL,2021-22,Matty Cash,Aston Villa,94,0,1,1,0,0.05,0.03,54,88.3,3,5,3,1,12,10.0,31.0,6.8
M_2021_TOT_AVL,2021-22,Ezri Konsa,Aston Villa,89,1,1,2,0,0.03,0.03,54,87.1,3,1,3,1,17,11.3,29.2,8.4
M_2021_TOT_AVL,2021-22,Pau Torres,Aston Villa,91,1,1,0,0,0.01,0.03,59,87.2,4,5,3,3,18,11.5,30.3,8.1
M_2021_TOT_AVL,2021-22,Alex Moreno,Aston Villa,85,0,0,0,0,0.01,0.02,46,87.6,3,5,0,0,10,9.3,31.4,7.0
M_2021_TOT_AVL,2021-22,Douglas Luiz,Aston Villa,89,0,0,3,2,0.04,0.07,58,92.5,4,1,4,3,11,11.0,28.4,6.8
M_2021_TOT_AVL,2021-22,Boubacar Kamara,Aston Villa,95,1,2,3,2,0.04,0.19,70,86.1,2,5,4,1,16,10.8,30.8,8.9
M_2021_TOT_AVL,2021-22,John McGinn,Aston Villa,80,0,1,1,0,0.13,0.11,83,87.5,3,4,4,0,14,11.1,31.9,7.0
M_2021_TOT_AVL,2021-22,Leon Bailey,Aston Villa,93,0,2,1,0,0.61,0.04,30,85.5,1,2,4,0,21,9.1,30.7,8.0
M_2021_TOT_AVL,2021-22,Moussa Diaby,Aston Villa,84,1,0,6,4,0.96,0.22,26,86.4,2,1,6,2,31,10.8,30.9,7.5
M_2021_TOT_AVL,2021-22,Ollie Watkins,Aston Villa,91,0,2,5,0,0.47,0.18,38,78.7,3,0,7,1,24,11.4,31.2,7.5
M_2021_UNI_CHE,2021-22,Andre Onana,Manchester United,90,0,0,0,0,0.01,0.0,31,94.6,0,0,0,0,1,4.3,28.9,6.8
M_2021_UNI_CHE,2021-22,Diogo Dalot,Manchester United,86,1,0,0,0,0.01,0.05,50,92.5,4,1,1,1,15,9.2,29.3,7.0
M_2021_UNI_CHE,2021-22,Lisandro Martinez,Manchester United,95,0,0,0,0,0.01,0.0,32,91.8,0,0,0,0,3,3.4,27.4,6.0
M_2021_UNI_CHE,2021-22,Raphael Varane,Manchester United,88,1,1,1,0,0.0,0.03,68,88.1,3,3,2,2,14,9.3,29.5,7.9
M_2021_UNI_CHE,2021-22,Luke Shaw,Manchester United,87,0,1,0,0,0.04,0.05,46,88.1,6,5,0,0,17,10.9,30.5,7.4
M_2021_UNI_CHE,2021-22,Casemiro,Manchester United,85,1,2,2,2,0.08,0.03,61,88.7,3,2,3,2,19,11.7,28.5,8.5
M_2021_UNI_CHE,2021-22,Bruno Fernandes,Manchester United,93,2,2,0,0,0.04,0.01,69,89.2,5,4,5,1,18,11.3,31.1,9.6
M_2021_UNI_CHE,2021-22,Kobbie Mainoo,Manchester United,95,2,1,3,0,0.04,0.15,77,87.9,6,1,3,3,21,11.1,31.6,9.2
M_2021_UNI_CHE,2021-22,Marcus Rashford,Manchester United,95,1,2,5,0,0.44,0.32,30,88.0,3,1,7,0,29,9.8,30.2,8.7
M_2021_UNI_CHE,2021-22,Alejandro Garnacho,Manchester United,79,2,0,4,1,0.5,0.07,20,87.3,2,2,3,2,31,11.0,30.9,8.9
M_2021_UNI_CHE,2021-22,Rasmus Hojlund,Manchester United,76,2,2,3,2,0.38,0.16,27,85.2,2,2,2,2,28,10.9,32.5,9.4
