lead_id,club_name,contact_email,country,signup_date,channel,campaign_id,lead_score
2605,Local FC 161,local.fc.161.208@contacts.org,Brazil,2025-09-22,referral,2,61
2606,Local FC 140,local.fc.140.68@contacts.org,USA,2025-04-16,referral,2,38
2607,Bournemouth,bournemouth.781@clubmail.co,France,2025-05-26,referral,6,67
2608,Local FC 34,LOCAL.FC.34.538@EXAMPLE.COM,England,2025-03-12,partnership,3,70
2609,Local FC 103,local.fc.103.112@hotmail.com,Canada,2025-03-22,referral,10,49
2610,Local FC 198,local.fc.198.103@gmail.com,Brazil,2025-07-12,referral,8,36
2611,Local FC 197,LOCAL.FC.197.828@GMAIL.COM,England,2024-08-25,email,9,60
2612,Local FC 80,local.fc.80.466@example.com,Wales,2025-06-02,referral,4,41
2613,Local FC 123,local.fc.123.282@example.com,France,2024-03-17,partnership,7,38
2614,Local FC 97,local.fc.97.503@hotmail.com,France,2025-07-01,referral,7,68
2615,Local FC 181,local.fc.181.363@hotmail.com,USA,2025-02-06,email,1,79
2616,Local FC 6,LOCAL.FC.6.648@HOTMAIL.COM,Germany,2024-08-21,email,10,70
2617,Local FC 154,local.fc.154.490@clubmail.co,Ireland,2025-09-26,referral,8,54
2618,Local FC 51,local.fc.51.522@clubmail.co,Scotland,2025-03-19,facebook,3,101
2619,Sheffield United,sheffield.united.719@contacts.org,Ireland,2025-11-13,partnership,3,84
2620,Local FC 184,local.fc.184.455@gmail.com,France,2025-04-06,referral,8,76
2621,Local FC 135,local.fc.135.894@gmail.com,England,2025-05-16,paid_search,7,43
2622,Local FC 40,local.fc.40.366@clubmail.co,France,2025-01-16,email,5,73
2623,Local FC 128,local.fc.128.840@gmail.com,France,2024-12-16,facebook,9,59
2624,Sheffield United,sheffield.united.777@hotmail.com,Scotland,2023-02-30,facebook,8,28
2625,Local FC 130,local.fc.130.616@clubmail.co,Canada,2025-01-07,email,8,68
2626,Local FC 40,local.fc.40.214@contacts.org,Scotland,2025-09-14,facebook,3,49
2627,Local FC 161,local.fc.161.180@hotmail.com,Germany,2025-07-06,organic,6,30
2628,Local FC 141,LOCAL.FC.141.399@EXAMPLE.COM,Ireland,2025-08-24,facebook,7,37
2629,Local FC 55,local.fc.55.745@contacts.org,India,2025-06-28,facebook,9,45
2630,Local FC 120,local.fc.120.759@gmail.com,Scotland,2025-10-21,email,10,100
2631,Sheffield United,,Wales,2024-11-07,organic,4,44
2632,Local FC 112,local.fc.112.855@contacts.org,Scotland,2025-03-24,paid_search,10,68
2633,Local FC 182,local.fc.182.911@clubmail.co,Brazil,2024-11-16,paid_search,8,43
2634,Local FC 158,local.fc.158.132@contacts.org,Wales,2024-11-30,referral,9,49
2635,Local FC 84,local.fc.84.30@hotmail.com,Canada,2025-11-05,facebook,6,74
2636,Local FC 172,local.fc.172.120@example.com,France,2024-11-02,email,4,111
2637,Local FC 98,local.fc.98.976@contacts.org,Germany,2025-10-16,partnership,3,73
2638,Local FC 81,local.fc.81.33@clubmail.co,Wales,2025-06-28,paid_search,10,75
2639,Local FC 155,local.fc.155.41@hotmail.com,USA,2025-11-12,email,10,34
2640,Local FC 88,local.fc.88.885@example.com,Wales,2025-08-18,partnership,2,61
2641,Local FC 189,local.fc.189.217@clubmail.co,Scotland,2025-07-30,email,10,73
2642,Local FC 58,local.fc.58.890@clubmail.co,Scotland,2024-12-09,referral,9,71
2643,Local FC 79,local.fc.79.599@hotmail.com,Canada,2024-09-17,email,6,68
2644,Local FC 137,local.fc.137.188@clubmail.co,Spain,2025-10-19,organic,6,87
2645,Wolverhampton Wanderers,wolverhampton.wanderers.761@example.com,Ireland,2025-07-25,facebook,6,78
2646,Local FC 180,local.fc.180.145@clubmail.co,Ireland,2024-09-23,referral,10,69
2647,Manchester United,manchester.united.948@hotmail.com,Scotland,2025-11-08,facebook,6,41
2648,Local FC 156,local.fc.156.96@example.com,India,2024-10-28,email,9,56
2649,Local FC 115,local.fc.115.138@example.com,England,2025-04-20,referral,1,75
2650,Local FC 63,local.fc.63.98@contacts.org,Brazil,2025-01-24,facebook,2,65
2651,Local FC 109,local.fc.109.989@gmail.com,India,2025-05-31,organic,5,53
2652,Local FC 64,local.fc.64.548@gmail.com,England,2025-01-01,email,8,71
2653,Local FC 185,local.fc.185.688@example.com,France,2025-06-07,facebook,7,81
2654,Local FC 13,local.fc.13.562@contacts.org,France,2025-05-20,referral,1,42
2655,Local FC 43,local.fc.43.724@gmail.com,England,2025-08-16,organic,1,40
2656,Local FC 28,local.fc.28.344@hotmail.com,Germany,2025-06-09,partnership,8,84
2657,Local FC 64,local.fc.64.99@hotmail.com,France,2025-08-22,email,3,63
2658,Local FC 7,LOCAL.FC.7.146@CLUBMAIL.CO,France,2025-08-01,email,10,54
2659,Local FC 44,local.fc.44.140@example.com,Germany,2025-11-06,paid_search,1,55
2660,Local FC 131,LOCAL.FC.131.671@HOTMAIL.COM,India,2025-05-29,organic,10,70
2661,Local FC 198,local.fc.198.229@hotmail.com,Canada,2025-03-31,paid_search,4,36
2662,Local FC 74,local.fc.74.220@contacts.org,Spain,2024-12-01,facebook,9,64
2663,Local FC 194,local.fc.194.191@clubmail.co,Spain,2025-04-04,referral,5,59
2664,Local FC 65,local.fc.65.275@example.com,India,2025-07-13,facebook,2,64
2665,Local FC 44,local.fc.44.927@contacts.org,Canada,2025-02-24,referral,5,25
2666,Local FC 141,local.fc.141.415@example.com,Wales,2025-07-16,email,2,54
2667,Local FC 84,local.fc.84.500@clubmail.co,Wales,2025-03-27,facebook,6,83
2668,Local FC 144,local.fc.144.108@example.com,Germany,2025-08-18,paid_search,9,50
2669,Local FC 198,local.fc.198.797@clubmail.co,France,2025-07-12,email,5,43
2670,Local FC 165,local.fc.165.716@hotmail.com,Wales,2025-06-19,partnership,10,75
2671,Local FC 177,local.fc.177.208@clubmail.co,France,2025-09-26,email,9,68
2672,Local FC 132,local.fc.132.657@gmail.com,France,2025-10-10,paid_search,8,48
2673,Local FC 171,local.fc.171.676@hotmail.com,Brazil,2025-06-17,partnership,7,93
2674,Local FC 90,local.fc.90.403@example.com,India,2025-06-09,email,3,15
2675,Local FC 41,local.fc.41.99@example.com,Brazil,2025-08-30,organic,4,60
2676,Local FC 6,LOCAL.FC.6.91@EXAMPLE.COM,Ireland,2025-02-05,email,1,67
2677,Local FC 14,LOCAL.FC.14.792@CONTACTS.ORG,Brazil,2025-04-08,referral,3,83
2678,Local FC 104,local.fc.104.750@gmail.com,Wales,2025-07-16,organic,4,77
2679,Local FC 54,local.fc.54.792@hotmail.com,Canada,2025-10-20,facebook,4,41
2680,Local FC 195,local.fc.195.398@example.com,France,2025-09-26,paid_search,5,54
2681,Local FC 189,local.fc.189.600@gmail.com,Spain,2025-05-08,organic,8,62
2682,Local FC 36,local.fc.36.82@example.com,Canada,2025-04-23,email,3,41
2683,Local FC 160,local.fc.160.420@clubmail.co,France,2025-05-28,partnership,8,30
2684,Local FC 121,local.fc.121.108@clubmail.co,Germany,2024-10-23,referral,3,53
2685,Local FC 83,LOCAL.FC.83.600@HOTMAIL.COM,Ireland,2025-07-09,paid_search,9,91
2686,Local FC 40,local.fc.40.430@clubmail.co,Ireland,2025-10-22,partnership,8,37
2687,Local FC 51,local.fc.51.559@gmail.com,England,2025-10-02,organic,5,58
2688,Local FC 92,local.fc.92.931@hotmail.com,England,2025-03-02,facebook,3,74
2689,Local FC 129,LOCAL.FC.129.26@EXAMPLE.COM,Wales,2024-05-06,organic,5,15
2690,Local FC 19,local.fc.19.414@contacts.org,Scotland,2025-02-05,referral,10,48
2691,Local FC 44,local.fc.44.265@gmail.com,Germany,2025-07-23,facebook,9,47
2692,Local FC 122,local.fc.122.203@hotmail.com,USA,2025-09-06,referral,2,93
2693,Local FC 152,local.fc.152.392@example.com,USA,2025-01-04,organic,5,60
2694,Local FC 199,local.fc.199.898@gmail.com,India,2024-10-24,partnership,9,29
2695,Local FC 60,local.fc.60.476@gmail.com,Brazil,2025-11-04,referral,1,16
2696,Local FC 3,local.fc.3.872@gmail.com,USA,2025-08-07,partnership,5,63
2697,Leicester City,leicester.city.870@example.com,Spain,2025-04-17,email,7,62
2698,Local FC 29,local.fc.29.39@hotmail.com,India,2025-11-15,organic,7,76
2699,Local FC 149,local.fc.149.174@gmail.com,Germany,2025-03-29,facebook,3,74
2700,Crystal Palace,crystal.palace.340@hotmail.com,France,2025-09-14,partnership,8,66
2701,Local FC 28,local.fc.28.346@contacts.org,Canada,2025-10-15,email,5,52
2702,Local FC 170,,Spain,2025-02-16,email,8,61
2703,Sheffield United,sheffield.united.629@contacts.org,Germany,2025-08-29,email,7,60
2704,Local FC 80,local.fc.80.227@example.com,Scotland,2025-11-03,referral,1,83
2705,Local FC 141,local.fc.141.680@clubmail.co,Germany,2025-05-30,referral,4,82
2706,Local FC 18,local.fc.18.467@hotmail.com,Canada,2025-07-14,facebook,6,49
2707,Newcastle United,newcastle.united.85@gmail.com,Spain,2025-08-16,organic,10,77
2708,Liverpool FC,liverpool.fc.432@contacts.org,Brazil,2025-08-09,email,5,72
2709,Local FC 180,,France,2025-06-24,email,8,20
2710,Norwich City,norwich.city.8@gmail.com,Brazil,2025-07-20,partnership,4,36
2711,Local FC 9,local.fc.9.152@hotmail.com,Spain,2025-04-27,organic,7,36
2712,Local FC 118,local.fc.118.367@clubmail.co,Spain,2023-02-30,organic,8,58
2713,Manchester United,manchester.united.464@gmail.com,Germany,2025-05-26,organic,3,73
2714,Local FC 161,notanemail,Germany,2024-12-18,paid_search,10,59
2715,Local FC 180,local.fc.180.607@hotmail.com,France,2025-08-17,facebook,9,24
2716,Local FC 160,local.fc.160.42@clubmail.co,Ireland,2025-08-06,organic,7,47
2717,Local FC 13,notanemail,India,2025-04-17,facebook,5,53
2718,Local FC 163,local.fc.163.893@hotmail.com,Brazil,2025-01-25,organic,9,47
2719,Local FC 148,local.fc.148.295@contacts.org,Brazil,2025-05-09,organic,8,83
2720,Local FC 25,LOCAL.FC.25.229@EXAMPLE.COM,Germany,2025-03-15,email,4,58
2721,Local FC 124,local.fc.124.572@gmail.com,Wales,2025-07-25,organic,3,47
2722,Local FC 150,local.fc.150.246@contacts.org,India,2025-08-29,organic,6,49
2723,Local FC 62,local.fc.62.505@example.com,Spain,2025-01-16,partnership,8,55
2724,Local FC 177,local.fc.177.1@clubmail.co,France,2025-11-06,referral,8,95
2725,Local FC 144,local.fc.144.623@clubmail.co,France,2025-03-18,organic,6,31
2726,Local FC 80,local.fc.80.280@contacts.org,Scotland,2025-07-02,email,10,62
2727,Local FC 62,local.fc.62.680@contacts.org,Brazil,2024-09-05,organic,5,37
2728,Local FC 16,local.fc.16.741@gmail.com,Canada,2024-12-16,referral,8,87
2729,Local FC 56,local.fc.56.932@contacts.org,England,2025-07-29,referral,9,54
2730,Local FC 53,local.fc.53.179@hotmail.com,England,2025-09-24,facebook,7,55
2731,Local FC 1,local.fc.1.351@hotmail.com,India,2025-05-07,organic,10,73
2732,Local FC 64,local.fc.64.599@clubmail.co,USA,2024-11-30,referral,6,45
2733,Local FC 188,local.fc.188.63@hotmail.com,Ireland,2025-09-03,partnership,9,59
2734,Local FC 17,local.fc.17.186@clubmail.co,Germany,2025-03-21,partnership,10,64
2735,Local FC 118,LOCAL.FC.118.287@HOTMAIL.COM,India,2025-06-16,email,9,62
2736,Local FC 81,local.fc.81.102@example.com,India,2024-10-01,paid_search,10,67
2737,Local FC 193,local.fc.193.950@clubmail.co,Germany,2025-06-23,partnership,10,49
2738,Local FC 42,local.fc.42.880@contacts.org,Ireland,2025-05-25,paid_search,1,92
2739,Local FC 190,local.fc.190.237@gmail.com,Spain,2025-05-27,referral,7,59
2740,Local FC 191,local.fc.191.688@hotmail.com,Ireland,2025-07-08,partnership,3,81
2741,Local FC 76,LOCAL.FC.76.64@CONTACTS.ORG,Wales,2024-07-31,partnership,8,69
2742,Local FC 129,local.fc.129.862@contacts.org,Canada,2025-04-20,facebook,9,60
2743,Sheffield United,sheffield.united.3@clubmail.co,India,2025-07-07,paid_search,8,74
2744,Sheffield United,sheffield.united.986@hotmail.com,USA,2025-04-13,referral,8,68
2745,Local FC 53,local.fc.53.251@clubmail.co,Scotland,2025-08-09,referral,9,52
2746,Local FC 56,local.fc.56.935@clubmail.co,USA,2025-06-28,email,2,80
2747,Local FC 90,local.fc.90.675@contacts.org,France,2025-06-24,organic,10,101
2748,Local FC 13,local.fc.13.718@example.com,England,2025-03-02,email,7,34
2749,Local FC 150,local.fc.150.71@example.com,Canada,2025-05-19,referral,6,46
2750,Local FC 94,local.fc.94.252@contacts.org,USA,2025-08-02,organic,4,91
2751,Local FC 119,local.fc.119.839@hotmail.com,Canada,2025-01-23,referral,9,70
2752,Local FC 75,local.fc.75.156@contacts.org,England,2025-04-08,organic,4,32
2753,Local FC 43,local.fc.43.771@clubmail.co,Wales,2025-07-08,paid_search,10,76
2754,Local FC 160,local.fc.160.614@hotmail.com,France,2025-09-26,email,7,9
2755,Local FC 137,local.fc.137.265@contacts.org,Ireland,2025-06-02,partnership,8,57
2756,Local FC 108,local.fc.108.918@example.com,England,2025-04-13,organic,7,74
2757,Local FC 6,local.fc.6.168@gmail.com,Wales,2025-02-01,email,6,65
2758,Local FC 94,local.fc.94.825@hotmail.com,Spain,2024-11-15,facebook,4,29
2759,Local FC 69,local.fc.69.689@hotmail.com,France,2025-02-20,referral,10,72
2760,Local FC 101,local.fc.101.603@clubmail.co,India,2025-10-22,facebook,4,29
2761,Local FC 193,local.fc.193.6@clubmail.co,India,2025-08-14,email,8,46
2762,Local FC 64,local.fc.64.689@clubmail.co,Wales,2025-01-16,email,6,47
2763,Local FC 163,LOCAL.FC.163.720@EXAMPLE.COM,Ireland,2025-08-29,facebook,7,47
2764,Local FC 156,local.fc.156.309@hotmail.com,Germany,2024-11-26,organic,9,60
2765,Local FC 28,local.fc.28.564@hotmail.com,Canada,2025-05-27,partnership,8,57
2766,Local FC 134,local.fc.134.899@contacts.org,Brazil,2024-11-02,facebook,3,45
2767,Local FC 159,local.fc.159.626@contacts.org,USA,2024-10-29,referral,3,64
2768,Local FC 155,local.fc.155.661@hotmail.com,England,2025-05-24,referral,3,110
2769,Local FC 159,local.fc.159.500@clubmail.co,England,2025-09-26,email,9,52
2770,Local FC 31,local.fc.31.803@hotmail.com,Ireland,2025-10-21,organic,7,79
2771,Local FC 9,local.fc.9.28@hotmail.com,Canada,2024-09-07,referral,10,93
2772,Local FC 55,local.fc.55.792@clubmail.co,Ireland,2024-11-11,paid_search,7,56
2773,Local FC 89,local.fc.89.522@example.com,Brazil,2025-06-22,referral,10,26
2774,Local FC 166,local.fc.166.873@gmail.com,India,2024-07-20,facebook,8,69
2775,Local FC 134,local.fc.134.287@example.com,Scotland,2025-07-09,paid_search,9,86
2776,Local FC 18,local.fc.18.578@clubmail.co,Canada,2025-09-15,organic,6,68
2777,Leicester City,leicester.city.354@clubmail.co,Canada,2025-05-26,organic,7,72
2778,Local FC 119,local.fc.119.591@hotmail.com,England,2025-05-10,facebook,9,30
2779,Local FC 46,local.fc.46.66@gmail.com,Brazil,2025-04-21,facebook,6,80
2780,Leicester City,leicester.city.106@clubmail.co,USA,2025-05-06,facebook,8,75
2781,Local FC 98,LOCAL.FC.98.655@EXAMPLE.COM,Brazil,2025-09-25,facebook,10,59
2782,Local FC 95,local.fc.95.986@contacts.org,USA,2025-07-28,partnership,1,74
2783,Local FC 7,local.fc.7.721@example.com,France,2025-04-27,organic,9,73
2784,Local FC 8,local.fc.8.433@contacts.org,USA,2024-11-30,email,8,73
2785,Local FC 93,local.fc.93.424@example.com,Germany,2025-03-24,organic,10,40
2786,Local FC 66,local.fc.66.366@example.com,Germany,2025-05-02,email,2,49
2787,Local FC 64,local.fc.64.975@hotmail.com,Canada,2025-06-19,referral,5,52
2788,Local FC 178,local.fc.178.676@hotmail.com,USA,2025-09-16,facebook,7,20
2789,Brentford,brentford.439@example.com,Ireland,2025-08-03,organic,8,63
2790,Local FC 189,,Germany,2025-11-06,paid_search,9,60
2791,Local FC 192,local.fc.192.574@contacts.org,Germany,2024-08-08,organic,4,80
2792,Local FC 144,local.fc.144.531@gmail.com,Scotland,2024-09-13,paid_search,5,67
2793,Liverpool FC,liverpool.fc.8@contacts.org,USA,2024-11-19,paid_search,8,45
2794,Local FC 81,local.fc.81.171@hotmail.com,USA,2025-07-31,email,9,5
2795,Local FC 172,local.fc.172.300@gmail.com,USA,2024-11-16,partnership,3,90
2796,Local FC 80,local.fc.80.85@example.com,Wales,2025-07-18,partnership,2,54
2797,Local FC 17,local.fc.17.988@clubmail.co,USA,2025-08-15,partnership,9,67
2798,Local FC 150,local.fc.150.951@contacts.org,Scotland,2024-11-25,partnership,10,25
2799,Local FC 129,local.fc.129.625@contacts.org,France,2025-03-05,email,9,54
2800,Local FC 85,local.fc.85.537@example.com,Spain,2025-04-16,organic,4,69
2801,Tottenham Hotspur,tottenham.hotspur.860@clubmail.co,Canada,2025-05-28,email,3,57
2802,Local FC 155,local.fc.155.981@hotmail.com,Scotland,2025-05-31,referral,3,79
2803,Leicester City,LEICESTER.CITY.470@HOTMAIL.COM,USA,2025-03-04,partnership,8,64
2804,Local FC 43,local.fc.43.601@gmail.com,Germany,2025-10-26,organic,10,52
2805,Local FC 171,local.fc.171.932@gmail.com,Brazil,2024-12-27,organic,1,60
2806,Local FC 15,local.fc.15.268@example.com,India,2025-01-29,email,10,95
2807,Local FC 123,local.fc.123.513@hotmail.com,Scotland,2024-12-07,referral,6,61
2808,Local FC 53,local.fc.53.394@contacts.org,Brazil,2025-07-12,email,10,8
2809,Local FC 143,LOCAL.FC.143.160@CLUBMAIL.CO,USA,2025-05-25,partnership,4,53
2810,Local FC 16,local.fc.16.531@contacts.org,Germany,2025-03-08,facebook,6,56
2811,Local FC 200,local.fc.200.132@hotmail.com,England,2025-06-15,partnership,1,24
2812,Local FC 169,local.fc.169.51@hotmail.com,France,2025-09-10,organic,8,69
2813,Local FC 62,local.fc.62.214@gmail.com,Scotland,2024-09-03,email,7,58
2814,Local FC 147,local.fc.147.203@gmail.com,France,2025-03-17,partnership,5,79
2815,Local FC 78,local.fc.78.60@hotmail.com,England,2025-08-23,referral,1,67
2816,Local FC 131,local.fc.131.4@example.com,Brazil,2025-08-13,organic,5,77
2817,Local FC 25,local.fc.25.67@hotmail.com,India,2025-04-10,paid_search,10,65
2818,Crystal Palace,crystal.palace.226@hotmail.com,Scotland,2025-08-19,paid_search,6,74
2819,Local FC 81,local.fc.81.144@gmail.com,France,2024-07-14,referral,8,39
2820,Brentford,brentford.715@example.com,England,2025-06-18,facebook,9,64
2821,Local FC 164,local.fc.164.562@gmail.com,Ireland,2025-01-11,organic,8,48
2822,Local FC 137,local.fc.137.298@hotmail.com,India,2025-05-05,organic,3,87
2823,Local FC 172,local.fc.172.418@contacts.org,England,2025-01-15,partnership,6,25
2824,Local FC 188,local.fc.188.508@contacts.org,Wales,2025-07-26,partnership,10,91
2825,Local FC 116,local.fc.116.558@hotmail.com,Germany,2023-02-30,organic,8,78
2826,Local FC 3,local.fc.3.166@contacts.org,India,2025-05-26,paid_search,6,61
2827,Local FC 28,LOCAL.FC.28.528@CONTACTS.ORG,Ireland,2025-05-20,email,9,82
2828,Local FC 145,local.fc.145.192@contacts.org,Canada,2025-09-01,partnership,8,43
2829,Local FC 118,local.fc.118.248@gmail.com,Scotland,2024-12-11,paid_search,8,59
2830,Local FC 63,local.fc.63.331@contacts.org,France,2024-10-21,facebook,9,46
2831,Newcastle United,newcastle.united.760@hotmail.com,Scotland,2025-05-09,partnership,5,41
2832,Local FC 55,local.fc.55.397@contacts.org,Ireland,2025-04-30,referral,7,30
2833,Local FC 191,local.fc.191.96@clubmail.co,Canada,2025-07-09,organic,7,31
2834,Local FC 196,local.fc.196.668@example.com,India,2025-01-24,paid_search,2,74
2835,Local FC 48,local.fc.48.856@hotmail.com,USA,2025-10-06,organic,6,86
2836,Local FC 141,local.fc.141.19@gmail.com,Wales,2024-05-17,facebook,9,60
2837,Sheffield United,sheffield.united.282@contacts.org,England,2025-07-30,email,9,116
2838,Local FC 150,local.fc.150.233@clubmail.co,Ireland,2025-11-02,organic,6,60
2839,Local FC 143,local.fc.143.802@contacts.org,England,2025-04-06,paid_search,8,86
2840,Local FC 188,local.fc.188.434@hotmail.com,India,2025-03-12,email,9,50
2841,Local FC 74,local.fc.74.335@clubmail.co,Scotland,2025-09-12,partnership,9,53
2842,Local FC 176,local.fc.176.377@contacts.org,USA,2025-09-19,facebook,8,60
2843,Local FC 78,local.fc.78.312@contacts.org,Spain,2025-07-19,facebook,6,30
2844,Local FC 166,local.fc.166.999@contacts.org,Germany,2024-11-07,referral,9,50
2845,Local FC 31,local.fc.31.576@clubmail.co,Germany,2025-10-26,partnership,4,56
2846,Local FC 121,local.fc.121.222@hotmail.com,Spain,2025-04-22,referral,6,25
2847,Local FC 61,local.fc.61.485@gmail.com,Brazil,2025-03-16,referral,7,39
2848,Local FC 55,local.fc.55.224@contacts.org,Spain,2024-09-04,paid_search,8,70
2849,Local FC 167,local.fc.167.33@example.com,Spain,2025-06-26,facebook,9,45
2850,Local FC 185,local.fc.185.411@gmail.com,England,2025-05-16,organic,9,72
2851,Local FC 98,local.fc.98.777@hotmail.com,USA,2025-05-05,email,2,55
2852,Local FC 39,local.fc.39.605@contacts.org,Germany,2025-04-23,partnership,8,47
2853,Local FC 141,local.fc.141.65@gmail.com,Germany,2025-06-19,organic,6,18
2854,Local FC 71,local.fc.71.308@hotmail.com,Wales,2024-12-16,referral,1,65
2855,Local FC 34,local.fc.34.272@gmail.com,Canada,2025-08-18,paid_search,8,97
2856,Local FC 192,local.fc.192.339@contacts.org,Scotland,2025-04-19,organic,9,39
2857,Local FC 17,local.fc.17.890@clubmail.co,USA,2025-01-02,facebook,6,67
2858,Local FC 19,local.fc.19.353@contacts.org,Germany,2025-03-07,email,2,51
2859,Local FC 38,local.fc.38.300@example.com,Canada,2025-02-27,email,2,54
2860,Brighton & Hove Albion,brighton.and.hove.albion.81@gmail.com,Spain,2025-02-13,facebook,10,21
2861,Local FC 61,local.fc.61.946@hotmail.com,Wales,2025-07-01,referral,3,94
2862,Local FC 87,local.fc.87.864@hotmail.com,Germany,2025-08-17,email,2,47
2863,Local FC 89,local.fc.89.104@hotmail.com,Brazil,2025-07-03,facebook,6,35
2864,Local FC 111,notanemail,England,2025-07-31,email,8,55
2865,Local FC 127,local.fc.127.810@example.com,India,2025-04-12,facebook,10,58
2866,Watford,watford.34@contacts.org,India,2025-05-22,referral,9,60
2867,Local FC 17,local.fc.17.429@hotmail.com,Scotland,2024-12-09,paid_search,8,56
2868,Local FC 36,local.fc.36.570@hotmail.com,Brazil,2025-07-21,facebook,1,54
2869,Local FC 198,local.fc.198.379@clubmail.co,Spain,2025-02-09,facebook,5,88
2870,Local FC 154,local.fc.154.253@hotmail.com,Germany,2025-07-28,email,7,61
2871,Local FC 77,local.fc.77.340@example.com,Spain,2025-03-15,partnership,1,40
2872,Local FC 47,local.fc.47.663@gmail.com,India,2025-04-29,facebook,6,30
2873,Local FC 38,local.fc.38.877@gmail.com,USA,2025-10-01,email,10,67
2874,Local FC 11,local.fc.11.700@gmail.com,USA,2025-06-24,referral,10,64
2875,Local FC 13,local.fc.13.219@clubmail.co,France,2025-05-04,paid_search,7,40
2876,Local FC 156,local.fc.156.840@gmail.com,India,2025-05-08,referral,3,35
2877,Local FC 44,local.fc.44.696@gmail.com,Scotland,2024-10-19,organic,9,32
2878,Local FC 72,local.fc.72.453@example.com,India,2025-05-29,partnership,6,39
2879,Local FC 139,local.fc.139.261@gmail.com,Wales,2025-02-11,organic,2,53
2880,Local FC 146,LOCAL.FC.146.628@EXAMPLE.COM,Spain,2025-07-13,partnership,4,77
2881,Local FC 69,local.fc.69.464@hotmail.com,Canada,2025-04-27,organic,2,70
2882,Local FC 43,local.fc.43.696@clubmail.co,Brazil,2025-09-16,partnership,8,31
2883,Local FC 166,local.fc.166.78@contacts.org,Canada,2025-04-16,paid_search,9,53
2884,Local FC 95,local.fc.95.250@gmail.com,Scotland,2025-02-03,referral,6,58
2885,Local FC 60,local.fc.60.561@gmail.com,Wales,2025-04-03,organic,9,27
2886,Local FC 170,local.fc.170.536@gmail.com,France,2024-08-10,paid_search,9,56
2887,Local FC 87,local.fc.87.697@hotmail.com,USA,2025-01-24,paid_search,10,43
2888,Local FC 169,local.fc.169.724@gmail.com,USA,2025-03-19,paid_search,7,33
2889,Wolverhampton Wanderers,wolverhampton.wanderers.735@clubmail.co,USA,2025-02-27,organic,2,52
2890,Local FC 97,LOCAL.FC.97.814@HOTMAIL.COM,Brazil,2025-04-27,referral,8,73
2891,Local FC 63,local.fc.63.83@hotmail.com,India,2025-10-21,organic,10,46
2892,Local FC 140,local.fc.140.431@clubmail.co,France,2025-02-26,facebook,3,101
2893,Local FC 67,local.fc.67.511@gmail.com,Canada,2025-05-21,organic,6,71
2894,Local FC 157,local.fc.157.867@example.com,France,2025-05-16,organic,8,98
2895,Local FC 15,local.fc.15.225@contacts.org,USA,2025-10-04,paid_search,6,61
2896,Local FC 98,local.fc.98.766@example.com,Wales,2025-10-21,partnership,10,9
2897,Local FC 16,local.fc.16.310@clubmail.co,France,2025-03-21,paid_search,6,62
2898,Local FC 107,,Scotland,2025-06-10,organic,10,57
2899,Local FC 187,local.fc.187.688@gmail.com,Brazil,2024-02-23,paid_search,4,54
2900,Local FC 9,local.fc.9.946@example.com,Spain,2025-02-19,email,7,47
2901,Local FC 61,local.fc.61.495@example.com,Brazil,2025-03-21,referral,4,55
2902,Local FC 180,local.fc.180.499@gmail.com,Ireland,2025-06-28,email,10,96
2903,Local FC 167,local.fc.167.186@gmail.com,India,2024-11-18,organic,3,62
2904,Local FC 23,local.fc.23.287@gmail.com,England,2025-07-18,email,10,52
2905,Local FC 171,local.fc.171.463@hotmail.com,Spain,2024-04-18,email,7,55
2906,Local FC 12,local.fc.12.714@gmail.com,France,2024-11-28,partnership,10,88
2907,Burnley,burnley.628@contacts.org,Brazil,2025-04-01,partnership,9,43
2908,Local FC 45,local.fc.45.460@contacts.org,Wales,2025-06-30,paid_search,2,73
2909,Local FC 12,local.fc.12.428@example.com,Brazil,2025-08-24,referral,9,63
2910,Local FC 117,local.fc.117.648@gmail.com,Germany,2025-10-23,email,10,54
2911,Local FC 43,local.fc.43.611@contacts.org,Germany,2025-04-27,email,10,65
2912,Local FC 190,local.fc.190.624@contacts.org,Brazil,2025-10-05,referral,7,83
2913,Local FC 127,local.fc.127.605@hotmail.com,England,2025-07-24,email,10,26
2914,Local FC 116,local.fc.116.213@hotmail.com,Scotland,2025-05-17,email,1,60
2915,Local FC 107,local.fc.107.708@hotmail.com,Ireland,2025-04-09,organic,10,87
2916,Local FC 101,local.fc.101.773@example.com,India,2025-06-04,organic,5,57
2917,Local FC 43,local.fc.43.381@hotmail.com,Ireland,2025-10-03,facebook,5,76
2918,Local FC 158,local.fc.158.562@hotmail.com,USA,2025-04-06,facebook,3,51
2919,Local FC 168,local.fc.168.985@hotmail.com,Spain,2025-09-12,organic,3,88
2920,Local FC 194,local.fc.194.69@hotmail.com,Spain,2025-10-20,email,10,48
2921,Local FC 88,local.fc.88.724@gmail.com,Scotland,2025-03-12,partnership,9,36
2922,Local FC 119,local.fc.119.101@example.com,Brazil,2025-11-08,facebook,9,17
2923,Local FC 62,local.fc.62.618@clubmail.co,USA,2025-01-21,referral,10,49
2924,Local FC 83,local.fc.83.667@clubmail.co,Spain,2024-03-18,facebook,9,40
2925,Local FC 182,LOCAL.FC.182.747@CONTACTS.ORG,India,2025-09-08,referral,10,48
2926,Local FC 26,local.fc.26.193@contacts.org,Scotland,2025-03-28,email,10,50
